ticker,company,industry,datereleased,fourmonthslater,numberofchanges,pricechange
UNP,Union Pacific,Industrials,2/5/16,6/4/16,1005,0.166975007
ALXN,Alexion Pharmaceuticals,Health Care,2/8/16,6/7/16,34541,-0.00733014
DLPH,Delphi Automotive,Consumer Discretionary,2/8/16,6/7/16,2613,0.209674593
GD,General Dynamics,Industrials,2/8/16,6/7/16,1138,0.07276694
NSC,Norfolk Southern Corp.,Industrials,2/8/16,6/7/16,866,0.195885276
PHM,Pulte Homes Inc.,Consumer Discretionary,2/8/16,6/7/16,1544,0.238876999
CVS,CVS Health,Consumer Staples,2/9/16,6/8/16,8334,0.090658562
GT,Goodyear Tire & Rubber,Consumer Discretionary,2/9/16,6/8/16,2553,0.019474075
HCP,HCP Inc.,Real Estate,2/9/16,6/8/16,11022,0.233250228
OMC,Omnicom Group,Consumer Discretionary,2/9/16,6/8/16,2769,0.199601039
UNH,United Health Group Inc.,Health Care,2/9/16,6/8/16,3538,0.26825643
AJG,Arthur J. Gallagher & Co.,Financials,2/10/16,6/9/16,4518,0.294833209
BA,Boeing Company,Industrials,2/10/16,6/9/16,1222,0.153194246
CSX,CSX Corp.,Industrials,2/10/16,6/9/16,1171,0.1372366
EXC,Exelon Corp.,Utilities,2/10/16,6/9/16,9399,0.139471434
HSIC,Henry Schein,Health Care,2/10/16,6/9/16,9123,0.152854909
RTN,Raytheon Co.,Industrials,2/10/16,6/9/16,11143,0.085782171
RTN,Realty Income Corporation,Real Estate,2/10/16,6/9/16,11143,0.085782171
MMM,3M Company,Industrials,2/11/16,6/10/16,1614,0.126185588
ALK,Alaska Air Group Inc,Industrials,2/11/16,6/10/16,935,0.007755226
GOOG,Alphabet Inc Class C,Information Technology,2/11/16,6/10/16,6046,0.053139302
AN,AutoNation Inc,Consumer Discretionary,2/11/16,6/10/16,2215,0.018170201
BWA,BorgWarner,Consumer Discretionary,2/11/16,6/10/16,1810,0.123783093
CELG,Celgene Corp.,Health Care,2/11/16,6/10/16,5283,0.033336762
CMS,CMS Energy,Utilities,2/11/16,6/10/16,3829,0.111284059
EQT,EQT Corporation,Energy,2/11/16,6/10/16,9654,0.322974445
EXPE,Expedia Inc.,Consumer Discretionary,2/11/16,6/10/16,114863,0.037800145
KMB,Kimberly-Clark,Consumer Staples,2/11/16,6/10/16,1755,0.050786922
PEP,PepsiCo Inc.,Consumer Staples,2/11/16,6/10/16,15719,0.081820471
REGN,Regeneron,Health Care,2/11/16,6/10/16,24595,0.013043266
RAI,Reynolds American Inc.,Consumer Staples,2/11/16,6/10/16,16816,0.071910701
SNA,Snap-On Inc.,Consumer Discretionary,2/11/16,6/10/16,1861,0.138391746
SYK,Stryker Corp.,Health Care,2/11/16,6/10/16,4665,0.195672441
BCR,Bard (C.R.) Inc.,Health Care,2/12/16,6/11/16,47158,0.228239687
BMY,Bristol-Myers Squibb,Health Care,2/12/16,6/11/16,2162,0.21399741
CMI,Cummins Inc.,Industrials,2/12/16,6/11/16,6651,0.218021267
XRAY,Dentsply Sirona,Health Care,2/12/16,6/11/16,16340,0.163763961
DOV,Dover Corp.,Industrials,2/12/16,6/11/16,1762,0.210022198
DOW,Dow Chemical,Materials,2/12/16,6/11/16,132211,0.170626501
ITW,Illinois Tool Works,Industrials,2/12/16,6/11/16,3166,0.182841556
INCY,Incyte,Health Care,2/12/16,6/11/16,8623,0.176272715
IR,Ingersoll-Rand PLC,Industrials,2/12/16,6/11/16,2663,0.269866533
INTC,Intel Corp.,Information Technology,2/12/16,6/11/16,1327,0.128378504
MAS,Masco Corp.,Industrials,2/12/16,6/11/16,51787,0.213574788
MA,Mastercard Inc.,Information Technology,2/12/16,6/11/16,10577,0.123832232
RSG,Republic Services Inc,Industrials,2/12/16,6/11/16,2042,0.128441702
R,Ryder System,Industrials,2/12/16,6/11/16,3136,0.230031859
R,"S&P Global, Inc.",Financials,2/12/16,6/11/16,3136,0.230031859
VTR,Ventas Inc,Real Estate,2/12/16,6/11/16,7140,0.449883133
WYN,Wyndham Worldwide,Consumer Discretionary,2/12/16,6/11/16,4433,0.046384675
AMGN,Amgen Inc,Health Care,2/16/16,6/15/16,15495,0.039075815
AIZ,Assurant Inc,Financials,2/16/16,6/15/16,7029,0.259163706
BLL,Ball Corp,Materials,2/16/16,6/15/16,6179,0.090872028
CBS,CBS Corp.,Consumer Discretionary,2/16/16,6/15/16,3069,0.191148087
ESRX,Express Scripts,Health Care,2/16/16,6/15/16,898,0.089584863
FE,FirstEnergy Corp,Utilities,2/16/16,6/15/16,1,0.01658341
KMI,Kinder Morgan,Energy,2/16/16,6/15/16,10203,0.137737266
PCAR,PACCAR Inc.,Industrials,2/16/16,6/15/16,281,0.053304916
RF,Regions Financial Corp.,Financials,2/16/16,6/15/16,10543,0.177214832
VRTX,Vertex Pharmaceuticals Inc,Health Care,2/16/16,6/15/16,14939,0.064073946
VRTX,Viacom Inc.,Consumer Discretionary,2/16/16,6/15/16,14939,0.064073946
VNO,Vornado Realty Trust,Real Estate,2/16/16,6/15/16,6018,0.185466907
WHR,Whirlpool Corp.,Consumer Discretionary,2/16/16,6/15/16,1059,0.317196247
WHR,Whole Foods Market,Consumer Staples,2/16/16,6/15/16,1059,0.317196247
YUM,Yum! Brands Inc,Consumer Discretionary,2/16/16,6/15/16,12999,0.198028456
YUM,Zimmer Biomet Holdings,Health Care,2/16/16,6/15/16,12999,0.198028456
BHI,Baker Hughes Inc,Energy,2/17/16,6/16/16,3313,0.089666581
CERN,Cerner,Health Care,2/17/16,6/16/16,14763,0.029350501
DVN,Devon Energy Corp.,Energy,2/17/16,6/16/16,349674,0.733189227
GRMN,Garmin Ltd.,Consumer Discretionary,2/17/16,6/16/16,5651,0.045621312
HBAN,Huntington Bancshares,Financials,2/17/16,6/16/16,11182,0.077276833
IDXX,IDEXX Laboratories,Health Care,2/17/16,6/16/16,6951,0.24454706
MJN,Mead Johnson,Consumer Staples,2/17/16,6/16/16,6557,0.149106767
NEM,News Corp. Class A,Consumer Discretionary,2/17/16,6/16/16,230069,0.435940279
NBL,Noble Energy Inc,Energy,2/17/16,6/16/16,63655,0.183470026
PM,Philip Morris International,Consumer Staples,2/17/16,6/16/16,946,0.109251024
PCLN,Priceline.com Inc,Consumer Discretionary,2/17/16,6/16/16,20491,0.071489812
PCLN,Principal Financial Group,Financials,2/17/16,6/16/16,20491,0.071489812
RHI,Robert Half International,Industrials,2/17/16,6/16/16,1534,0.022174556
WY,Weyerhaeuser Corp.,Real Estate,2/17/16,6/16/16,61326,0.213481915
CTXS,Citrix Systems,Information Technology,2/18/16,6/17/16,12206,0.222611196
ED,Consolidated Edison,Utilities,2/18/16,6/17/16,898,0.101461787
FLS,Flowserve Corporation,Industrials,2/18/16,6/17/16,4072,0.163430856
FLR,Fluor Corp.,Industrials,2/18/16,6/17/16,8246,0.104905284
HOG,Harley-Davidson,Consumer Discretionary,2/18/16,6/17/16,5360,0.093250103
HUM,Humana Inc.,Health Care,2/18/16,6/17/16,10288,0.117419762
MAR,Marriott Int'l.,Consumer Discretionary,2/18/16,6/17/16,13013,0.032008909
NI,NiSource Inc.,Utilities,2/18/16,6/17/16,1953,0.163094686
PCG,PG&E Corp.,Utilities,2/18/16,6/17/16,256387,0.13417548
PPG,PPG Industries,Materials,2/18/16,6/17/16,2362,0.146689125
REG,Regency Centers Corporation,Real Estate,2/18/16,6/17/16,2786,0.13217971
TRIP,TripAdvisor,Consumer Discretionary,2/18/16,6/17/16,13239,0.000158586
TRIP,Twenty-First Century Fox Class A,Consumer Discretionary,2/18/16,6/17/16,13239,0.000158586
UAL,United Continental Holdings,Industrials,2/18/16,6/17/16,4156,-0.179437816
HCN,Welltower Inc.,Real Estate,2/18/16,6/17/16,1090,0.280270683
ABT,Abbott Laboratories,Health Care,2/19/16,6/18/16,47289,-0.023658995
ABBV,AbbVie,Health Care,2/19/16,6/18/16,4403,0.115981319
ALL,Allstate Corp,Financials,2/19/16,6/18/16,6995,0.048319998
AIG,"American International Group, Inc.",Financials,2/19/16,6/18/16,342,0.049045693
APH,Amphenol Corp,Information Technology,2/19/16,6/18/16,2798,0.11597408
CBOE,CBOE Holdings,Financials,2/19/16,6/18/16,6624,0.020611613
CHD,Church & Dwight,Consumer Staples,2/19/16,6/18/16,6587,0.106510218
EW,Edwards Lifesciences,Health Care,2/19/16,6/18/16,2712,0.143022876
FISV,Fiserv Inc,Information Technology,2/19/16,6/18/16,1656,0.080496615
GGP,General Growth Properties Inc.,Real Estate,2/19/16,6/18/16,1763,0.08254938
IVZ,Invesco Ltd.,Financials,2/19/16,6/18/16,6685,0.064309484
IVZ,Iron Mountain Incorporated,Real Estate,2/19/16,6/18/16,6685,0.064309484
JNPR,Juniper Networks,Information Technology,2/19/16,6/18/16,19942,-0.048229465
LUK,Leucadia National Corp.,Financials,2/19/16,6/18/16,35986,0.162668644
LLY,Lilly (Eli) & Co.,Health Care,2/19/16,6/18/16,16774,0.0240082
MTB,M&T Bank Corp.,Financials,2/19/16,6/18/16,1452,0.108788366
MDLZ,Mondelez International,Consumer Staples,2/19/16,6/18/16,5325,0.111043645
NOV,National Oilwell Varco Inc.,Energy,2/19/16,6/18/16,5971,0.220159219
NLSN,Nielsen Holdings,Industrials,2/19/16,6/18/16,5220,0.123320268
PSX,Phillips 66,Energy,2/19/16,6/18/16,2760,-0.01190651
PNW,Pinnacle West Capital,Utilities,2/19/16,6/18/16,4934,0.14959065
PXD,Pioneer Natural Resources,Energy,2/19/16,6/18/16,17878,0.255995992
PRU,Prudential Financial,Financials,2/19/16,6/18/16,15799,0.114526101
SWK,Stanley Black & Decker,Consumer Discretionary,2/19/16,6/18/16,2532,0.236873904
STT,State Street Corp.,Financials,2/19/16,6/18/16,24704,0.037173361
MOS,The Mosaic Company,Materials,2/19/16,6/18/16,9436,0.119309792
VRSN,Verisign Inc.,Information Technology,2/19/16,6/18/16,18907,0.045617951
WU,Western Union Co,Information Technology,2/19/16,6/18/16,9019,0.063389332
XEL,Xcel Energy Inc,Utilities,2/19/16,6/18/16,6480,0.107484371
XRX,Xerox Corp.,Information Technology,2/19/16,6/18/16,3744,0.051490019
COG,Cabot Oil & Gas,Energy,2/22/16,6/21/16,8145,0.183417657
CNC,Centene Corporation,Health Care,2/22/16,6/21/16,13752,0.197331944
CCI,Crown Castle International Corp.,Real Estate,2/22/16,6/21/16,4903,0.12135945
CCI,CSRA Inc.,Information Technology,2/22/16,6/21/16,4903,0.12135945
GS,Goldman Sachs Group,Financials,2/22/16,6/21/16,12644,0.005479724
HST,Host Hotels & Resorts,Real Estate,2/22/16,6/21/16,1,0.100281957
IPG,Interpublic Group,Consumer Discretionary,2/22/16,6/21/16,3513,0.154297476
NEE,NextEra Energy,Utilities,2/22/16,6/21/16,1,0.090142074
SEE,Sealed Air,Materials,2/22/16,6/21/16,2278,0.05652562
XEC,Cimarex Energy,Energy,2/23/16,6/22/16,13300,0.374102136
COP,ConocoPhillips,Energy,2/23/16,6/22/16,5842,0.343944335
IBM,International Business Machines,Information Technology,2/23/16,6/22/16,0,0.166131155
JBHT,J. B. Hunt Transport Services,Industrials,2/23/16,6/22/16,14485,0.048331734
JPM,JPMorgan Chase & Co.,Financials,2/23/16,6/22/16,14381,0.125699985
MAC,Macerich,Real Estate,2/23/16,6/22/16,1749,0.04766728
MAC,Macy's Inc.,Consumer Discretionary,2/23/16,6/22/16,1749,0.04766728
MLM,Martin Marietta Materials,Materials,2/23/16,6/22/16,10505,0.335426743
MS,Morgan Stanley,Financials,2/23/16,6/22/16,7658,0.11912574
MSI,Motorola Solutions Inc.,Information Technology,2/23/16,6/22/16,8323,-0.035952729
OKE,ONEOK,Energy,2/23/16,6/22/16,15389,1.214114369
STI,SunTrust Banks,Financials,2/23/16,6/22/16,8874,0.247953171
TSCO,Tractor Supply Company,Consumer Discretionary,2/23/16,6/22/16,797,0.0890768
UDR,UDR Inc,Real Estate,2/23/16,6/22/16,1549,0.039864453
VZ,Verizon Communications,Telecommunications Services,2/23/16,6/22/16,20534,0.078418452
AES,AES Corp,Utilities,2/24/16,6/23/16,14485,0.218155694
LNT,Alliant Energy Corp,Utilities,2/24/16,6/23/16,6308,0.131509126
AAL,American Airlines Group,Industrials,2/24/16,6/23/16,5436,-0.25190151
AVY,Avery Dennison Corp,Materials,2/24/16,6/23/16,9989,0.203793267
BAC,Bank of America Corp,Financials,2/24/16,6/23/16,86640,0.165806302
BSX,Boston Scientific,Health Care,2/24/16,6/23/16,4482,0.325447144
SCHW,Charles Schwab Corporation,Financials,2/24/16,6/23/16,5087,0.256941933
DFS,Discover Financial Services,Financials,2/24/16,6/23/16,5365,0.167861631
ETFC,E*Trade,Financials,2/24/16,6/23/16,11864,0.160389942
ETN,Eaton Corporation,Industrials,2/24/16,6/23/16,461,0.127123625
EFX,Equifax Inc.,Industrials,2/24/16,6/23/16,3579,0.222746891
XOM,Exxon Mobil Corp.,Energy,2/24/16,6/23/16,869,0.135568214
FSLR,First Solar Inc,Information Technology,2/24/16,6/23/16,19446,-0.299495981
FTI,FMC Technologies Inc.,Energy,2/24/16,6/23/16,5669,0.148284355
GILD,Gilead Sciences,Health Care,2/24/16,6/23/16,13582,-0.057259601
HAS,Hasbro Inc.,Consumer Discretionary,2/24/16,6/23/16,6879,0.144651475
JNJ,Johnson & Johnson,Health Care,2/24/16,6/23/16,16,0.126315328
K,Kellogg Co.,Consumer Staples,2/24/16,6/23/16,6363,0.067196805
KEY,KeyCorp,Financials,2/24/16,6/23/16,8791,0.1531718
LMT,Lockheed Martin Corp.,Industrials,2/24/16,6/23/16,11698,0.123928234
MMC,Marsh & McLennan,Financials,2/24/16,6/23/16,14194,0.188165573
NFX,Newfield Exploration Co,Energy,2/24/16,6/23/16,28350,0.833048676
PX,Praxair Inc.,Materials,2/24/16,6/23/16,344,0.146610981
SHW,Sherwin-Williams,Materials,2/24/16,6/23/16,2440,0.119332604
TXN,Texas Instruments,Information Technology,2/24/16,6/23/16,4505,0.214334706
TXT,Textron Inc.,Industrials,2/24/16,6/23/16,384,0.131261911
UNM,Unum Group,Financials,2/24/16,6/23/16,2928,0.286071814
VRSK,Verisk Analytics,Industrials,2/24/16,6/23/16,4430,0.118353032
WFC,Wells Fargo,Financials,2/24/16,6/23/16,1,0.014007655
ZTS,Zoetis,Health Care,2/24/16,6/23/16,8117,0.132868852
AMG,Affiliated Managers Group Inc,Financials,2/25/16,6/24/16,1142,0.082885671
AFL,AFLAC Inc,Financials,2/25/16,6/24/16,12798,0.15489465
ADS,Alliance Data Systems,Information Technology,2/25/16,6/24/16,7455,-0.091533422
MO,Altria Group Inc,Consumer Staples,2/25/16,6/24/16,7442,0.093447455
AWK,American Water Works Company Inc,Utilities,2/25/16,6/24/16,11672,0.180523641
AMP,Ameriprise Financial,Financials,2/25/16,6/24/16,1481,0.091008434
AME,AMETEK Inc,Industrials,2/25/16,6/24/16,365,-0.032797719
BBT,BB&T Corporation,Financials,2/25/16,6/24/16,34761,0.071204934
CTL,CenturyLink Inc,Telecommunications Services,2/25/16,6/24/16,18278,-0.046387679
CF,CF Industries Holdings Inc,Materials,2/25/16,6/24/16,24307,-0.225494064
CHK,Chesapeake Energy,Energy,2/25/16,6/24/16,22792,0.70703125
CVX,Chevron Corp.,Energy,2/25/16,6/24/16,3814,0.207235485
CI,CIGNA Corp.,Health Care,2/25/16,6/24/16,1666,-0.089605811
KO,Coca Cola Company,Consumer Staples,2/25/16,6/24/16,7446,0.010237891
CTSH,Cognizant Technology Solutions,Information Technology,2/25/16,6/24/16,901,0.013452061
EMN,Eastman Chemical,Materials,2/25/16,6/24/16,0,0.073812231
EQR,Equity Residential,Real Estate,2/25/16,6/24/16,8284,-0.000586555
EXPD,Expeditors Int'l,Industrials,2/25/16,6/24/16,2080,0.043164295
FBHS,Fortune Brands Home & Security,Industrials,2/25/16,6/24/16,950,0.097429606
FTR,Frontier Communications,Telecommunications Services,2/25/16,6/24/16,12466,-0.045890623
IP,International Paper,Materials,2/25/16,6/24/16,1223,0.201902493
LEG,Leggett & Platt,Consumer Discretionary,2/25/16,6/24/16,1416,0.105243206
LNC,Lincoln National,Financials,2/25/16,6/24/16,5082,0.063748786
LKQ,LKQ Corporation,Consumer Discretionary,2/25/16,6/24/16,1581,0.118558595
MRO,Marathon Oil Corp.,Energy,2/25/16,6/24/16,7056,0.982348055
MAT,Mattel Inc.,Consumer Discretionary,2/25/16,6/24/16,2569,-0.090825193
MET,MetLife Inc.,Financials,2/25/16,6/24/16,16426,0.009699011
MCO,Moody's Corp,Financials,2/25/16,6/24/16,5627,0.060822507
RRC,Range Resources Corp.,Energy,2/25/16,6/24/16,16320,0.857342381
SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,2/25/16,6/24/16,8965,0.044464091
SYF,Synchrony Financial,Financials,2/25/16,6/24/16,10905,-0.11303099
TSO,Tesoro Petroleum Co.,Energy,2/25/16,6/24/16,10401,-0.025580948
TMO,Thermo Fisher Scientific,Health Care,2/25/16,6/24/16,1172,0.115509892
TWX,Time Warner Inc.,Consumer Discretionary,2/25/16,6/24/16,8448,0.066766322
TSS,Total System Services,Information Technology,2/25/16,6/24/16,1734,0.13955827
USB,U.S. Bancorp,Financials,2/25/16,6/24/16,3,0.024817966
UPS,United Parcel Service,Industrials,2/25/16,6/24/16,1651,0.076658008
UHS,"Universal Health Services, Inc.",Health Care,2/25/16,6/24/16,3945,0.226852476
VLO,Valero Energy,Energy,2/25/16,6/24/16,2237,-0.124601853
ALLE,Allegion,Industrials,2/26/16,6/25/16,1421,0.032568864
AEE,Ameren Corp,Utilities,2/26/16,6/25/16,0,0.133729282
AMT,American Tower Corp A,Real Estate,2/26/16,6/25/16,5665,0.214720005
APA,Apache Corporation,Energy,2/26/16,6/25/16,7642,0.3962607
AVB,"AvalonBay Communities, Inc.",Real Estate,2/26/16,6/25/16,751,0.014031983
BAX,Baxter International Inc.,Health Care,2/26/16,6/25/16,11931,0.118674911
BLK,BlackRock,Financials,2/26/16,6/25/16,17928,0.07343745
CNP,CenterPoint Energy,Utilities,2/26/16,6/25/16,12187,0.274518919
CINF,Cincinnati Financial,Financials,2/26/16,6/25/16,4356,0.120341432
CFG,Citizens Financial Group,Financials,2/26/16,6/25/16,9991,0.015973892
CME,CME Group Inc.,Financials,2/26/16,6/25/16,992,0.053543611
CMA,Comerica Inc.,Financials,2/26/16,6/25/16,3286,0.157141815
DVA,DaVita Inc.,Health Care,2/26/16,6/25/16,21092,0.139030968
D,Dominion Resources,Utilities,2/26/16,6/25/16,7190,0.080444153
DNB,Dun & Bradstreet,Industrials,2/26/16,6/25/16,3953,0.270598968
EQIX,Equinix,Real Estate,2/26/16,6/25/16,17298,0.238758362
ESS,"Essex Property Trust, Inc.",Real Estate,2/26/16,6/25/16,20410,0.040246865
FIS,Fidelity National Information Services,Information Technology,2/26/16,6/25/16,22225,0.197107393
FLIR,FLIR Systems,Information Technology,2/26/16,6/25/16,6152,-0.035378194
FMC,FMC Corporation,Materials,2/26/16,6/25/16,3443,0.190304371
FCX,Freeport-McMoRan Inc.,Materials,2/26/16,6/25/16,19841,0.423956931
GPC,Genuine Parts,Consumer Discretionary,2/26/16,6/25/16,22718,0.07611913
HIG,Hartford Financial Svc.Gp.,Financials,2/26/16,6/25/16,8296,-0.000589881
LLL,L-3 Communications Holdings,Industrials,2/26/16,6/25/16,4213,0.195111862
LVLT,Level 3 Communications,Telecommunications Services,2/26/16,6/25/16,4107,0.002041192
MPC,Marathon Petroleum,Energy,2/26/16,6/25/16,9079,0.041830992
MRK,Merck & Co.,Health Care,2/26/16,6/25/16,2905,0.122216127
MAA,Mid-America Apartments,Real Estate,2/26/16,6/25/16,7122,0.110965213
MUR,Murphy Oil,Energy,2/26/16,6/25/16,4648,0.800793269
NDAQ,NASDAQ OMX Group,Financials,2/26/16,6/25/16,4625,-0.00461582
NUE,Nucor Corp.,Materials,2/26/16,6/25/16,2402,0.207611959
ORLY,O'Reilly Automotive,Consumer Discretionary,2/26/16,6/25/16,1942,0.017989621
OXY,Occidental Petroleum,Energy,2/26/16,6/25/16,47775,0.100726468
PNR,Pentair Ltd.,Industrials,2/26/16,6/25/16,6466,0.198418023
PEG,Public Serv. Enterprise Inc.,Utilities,2/26/16,6/25/16,6098,0.05535403
DGX,Quest Diagnostics,Health Care,2/26/16,6/25/16,1601,0.180263367
SCG,SCANA Corp,Utilities,2/26/16,6/25/16,4138,0.133503249
SO,Southern Co.,Utilities,2/26/16,6/25/16,29463,0.074208225
TDC,Teradata Corp.,Information Technology,2/26/16,6/25/16,6572,0.038629987
HSY,The Hershey Company,Consumer Staples,2/26/16,6/25/16,2347,0.08809651
TMK,Torchmark Corp.,Financials,2/26/16,6/25/16,2305,0.145537304
WEC,Wec Energy Group Inc,Utilities,2/26/16,6/25/16,40717,0.131227331
WMB,Williams Cos.,Energy,2/26/16,6/25/16,12876,0.455673726
WMB,Willis Towers Watson,Financials,2/26/16,6/25/16,12876,0.455673779
XL,XL Capital,Financials,2/26/16,6/25/16,20812,-0.087281609
XYL,Xylem Inc.,Industrials,2/26/16,6/25/16,3311,0.174385129
ATVI,Activision Blizzard,Information Technology,2/29/16,6/28/16,21643,0.183535215
AKAM,Akamai Technologies Inc,Information Technology,2/29/16,6/28/16,6062,-0.017046544
ALB,Albemarle Corp,Materials,2/29/16,6/28/16,7824,0.404902772
AIV,Apartment Investment & Mgmt,Real Estate,2/29/16,6/28/16,3240,0.172829356
BXP,Boston Properties,Real Estate,2/29/16,6/28/16,5356,0.14135012
CHRW,C. H. Robinson Worldwide,Industrials,2/29/16,6/28/16,263,0.06394224
CBG,CBRE Group,Real Estate,2/29/16,6/28/16,5628,0.011019323
DLR,Digital Realty Trust,Real Estate,2/29/16,6/28/16,1,0.374570695
EVHC,Envision Healthcare,Health Care,2/29/16,6/28/16,9257,0.15052292
EXR,Extra Space Storage,Real Estate,2/29/16,6/28/16,1202,0.13129991
GWW,Grainger (W.W.) Inc.,Industrials,2/29/16,6/28/16,1477,0.007532419
LH,Laboratory Corp. of America Holding,Health Care,2/29/16,6/28/16,21862,0.15140209
MHK,Mohawk Industries,Consumer Discretionary,2/29/16,6/28/16,3654,0.026094709
NWL,Newell Brands,Consumer Discretionary,2/29/16,6/28/16,17440,0.24038652
NTRS,Northern Trust Corp.,Financials,2/29/16,6/28/16,14424,0.082021426
NRG,NRG Energy,Utilities,2/29/16,6/28/16,10228,0.318968049
PBCT,People's United Financial,Financials,2/29/16,6/28/16,313,-0.022565345
PFE,Pfizer Inc.,Health Care,2/29/16,6/28/16,25525,0.171163359
PNC,PNC Financial Services,Financials,2/29/16,6/28/16,6942,-0.022763867
PNC,Polo Ralph Lauren Corp.,Consumer Discretionary,2/29/16,6/28/16,6942,-0.022763867
PGR,Progressive Corp.,Financials,2/29/16,6/28/16,12765,0.001566399
PSA,Public Storage,Real Estate,2/29/16,6/28/16,1220,0.029051597
PWR,Quanta Services Inc.,Industrials,2/29/16,6/28/16,13559,0.080335087
SLG,SL Green Realty,Real Estate,2/29/16,6/28/16,5312,0.150438677
WYNN,Wynn Resorts Ltd,Consumer Discretionary,2/29/16,6/28/16,5385,0.076079381
YHOO,Yahoo Inc.,Information Technology,2/29/16,6/28/16,9311,0.133689835
ZION,Zions Bancorp,Financials,2/29/16,6/28/16,8935,0.146618071
AAP,Advance Auto Parts,Consumer Discretionary,3/1/16,6/29/16,4235,0.050761507
IFF,Intl Flavors & Fragrances,Materials,3/1/16,6/29/16,17500,0.17208807
PKI,PerkinElmer,Health Care,3/1/16,6/29/16,558,0.077825572
ILMN,Illumina Inc,Health Care,3/2/16,6/30/16,3706,-0.106997407
VFC,V.F. Corp.,Consumer Discretionary,3/2/16,6/30/16,1822,-0.061540295
SPLS,Staples Inc.,Consumer Discretionary,3/4/16,7/2/16,7076,-0.05481872
CRM,Salesforce.com,Information Technology,3/7/16,7/5/16,7260,0.116044832
WM,Waste Management Inc.,Industrials,3/11/16,7/9/16,18066,0.165545899
JWN,Nordstrom,Consumer Discretionary,3/14/16,7/12/16,3630,-0.250319863
SRCL,Stericycle Inc,Industrials,3/15/16,7/13/16,13450,-0.114468995
NVDA,Nvidia Corporation,Information Technology,3/17/16,7/15/16,6327,0.609898097
KSS,Kohl's Corp.,Consumer Discretionary,3/18/16,7/16/16,1476,-0.187790798
KSS,Kraft Heinz Co,Consumer Staples,3/18/16,7/16/16,1476,-0.187790825
GPS,Gap (The),Consumer Discretionary,3/21/16,7/19/16,1,-0.181932484
ADSK,Autodesk Inc,Information Technology,3/23/16,7/21/16,12803,0.005061983
BBY,Best Buy Co. Inc.,Consumer Discretionary,3/23/16,7/21/16,14940,0.037017733
FL,Foot Locker Inc,Consumer Discretionary,3/24/16,7/22/16,40485,-0.058862332
HD,Home Depot,Consumer Discretionary,3/24/16,7/22/16,4047,0.051869749
PVH,PVH Corp.,Consumer Discretionary,3/25/16,7/23/16,2118,0.034441103
PVH,Qorvo,Information Technology,3/25/16,7/23/16,2118,0.034441103
TIF,Tiffany & Co.,Consumer Discretionary,3/28/16,7/26/16,5331,-0.103276385
KR,Kroger Co.,Consumer Staples,3/29/16,7/27/16,811,-0.061890599
LOW,Lowe's Cos.,Consumer Discretionary,3/29/16,7/27/16,11112,0.0757555
ROST,Ross Stores,Consumer Discretionary,3/29/16,7/27/16,23109,0.059472364
TJX,TJX Companies Inc.,Consumer Discretionary,3/29/16,7/27/16,6086,0.036024841
ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,3/30/16,7/28/16,3627,0.34191958
ULTA,Under Armour,Consumer Discretionary,3/30/16,7/28/16,3627,0.34191958
ULTA,Under Armour,Consumer Discretionary,3/30/16,7/28/16,3627,0.34191958
URBN,Urban Outfitters,Consumer Discretionary,3/31/16,7/29/16,5483,-0.096403747
KMX,Carmax Inc,Consumer Discretionary,4/22/16,8/20/16,1399,0.114242726
STZ,Constellation Brands,Consumer Staples,4/25/16,8/23/16,4839,0.06604944
BBBY,Bed Bath & Beyond,Consumer Discretionary,4/26/16,8/24/16,2301,-0.067431068
BBBY,Berkshire Hathaway,Financials,4/26/16,8/24/16,2301,-0.067431068
RHT,Red Hat Inc.,Information Technology,4/26/16,8/24/16,7192,0.003087703
MCK,McKesson Corp.,Health Care,5/5/16,9/2/16,13852,0.062751021
CA,"CA, Inc.",Information Technology,5/12/16,9/9/16,8719,0.067194549
XLNX,Xilinx Inc,Information Technology,5/17/16,9/14/16,2052,0.225623675
SYMC,Symantec Corp.,Information Technology,5/20/16,9/17/16,6932,0.501368084
MCHP,Microchip Technology,Information Technology,5/24/16,9/21/16,5208,0.230647527
EA,Electronic Arts,Information Technology,5/27/16,9/24/16,10560,0.11307801
KORS,Michael Kors Holdings,Consumer Discretionary,6/1/16,9/29/16,8384,0.028979144
HRB,Block H&R,Financials,6/17/16,10/15/16,10669,0.003603492
SJM,JM Smucker,Consumer Staples,6/21/16,10/19/16,1929,-0.085818534
NTAP,NetApp,Information Technology,6/22/16,10/20/16,5662,0.362096798
ORCL,Oracle Corp.,Information Technology,6/22/16,10/20/16,5644,-0.040784577
PDCO,Patterson Companies,Health Care,6/29/16,10/27/16,25228,-0.095075313
GIS,General Mills,Consumer Staples,6/30/16,10/28/16,1419,-0.123012058
CAG,ConAgra Foods Inc.,Consumer Staples,7/15/16,11/12/16,6424,-0.054545505
FDX,FedEx Corporation,Industrials,7/18/16,11/15/16,1,0.156008836
NKE,Nike,Consumer Discretionary,7/21/16,11/18/16,3382,-0.100855609
PAYX,Paychex Inc.,Information Technology,7/22/16,11/19/16,2332,-0.064315362
MSFT,Microsoft Corp.,Information Technology,7/28/16,11/25/16,4158,0.090886471
